text,sarcastic
"woke up from a dream this morning that my high school best friend was pregnant. we don't talk anymore. she posted an announcement this afternoon. oh august, you will be funnn ☁️∞🔮",0
so in loveee🥵😍,0
“there is no greater joy than to have an endlessly changing horizon”,0
Owwwww stressful day.,0
Does anyone have any recommendations for over the counter topical pain relief that actually works?,0
Come on Tom Ford! #snooker #WelshOpen,0
lord may my ego calm itself before i go insane,0
ever have those dream where everything that COULD be WAS and then you wake up and are like . . . oh  back in reality so soon?,0
hmmm why is lana del rey such a mood,0
For once in my life I'm just feeling really really good and full of love for myself and others,0
Currently feeling very disappointed in people that I know. Just wow.,0
Think I just fell in love with a new song... will be playing it 24/7 now,0
just a psa: you can be christian and still support basic human rights :),0
i want to go to kings island again before summer is over,0
stop because i just thought of the cutest caption for when i get in a relationship. “i've finally found someone to watch stranger things with” 🥺,0
Seeing John Mulaney perform tonight might honestly be one of my favorite experiences I've ever had,0
"I turn 30 in just over three months from now, and I'm feeling weird about it. On one hand, I know that aging is normal and okay and good and that most people are happier in their 30s compared to their 20s, and that 30 is not “old.” On the other hand, I feel nervous and sad.",0
"Mormons are a deeply traumatized people. All of us. Post, current, mainstream, offshoot.  And the only way to heal from generational trauma like this is to acknowledge that we perpetuate it, even without realizing it.

Leaving was hard. But staying was harmful.",0
"One of these days I want Scar to say something absolutely weird, like his brand of weird, and whoever he's having a conversation with to just go “what the fuck Scar?” in absolute baffling confusion",0
I don't like how bright the white text and icons are,0
If ya headcanon Cub as an alien you could also make a Lilo and Stitch AU with Scar as Lilo and Cub as Stitch,0
Pretending to blow on my beverage as I drink wine out of a mug during my zoom class because I am the queen of deception!!!!!!!!!,0
"Listen if you can't laugh at “badly sprained your ankle doing a Mamma Mia themed Zumba video alone in your apartment in year two of a global pandemic and are now on bed rest for a week”, what can you laugh at",0
"Oops I watched a video about a service dog, started to cry, and now cannot stop hugging my pup so I'm just going to have to call it a day",0
"Some pretty great things are happening at the call center. Listen in to 104.5 for the Care-A-Thon! Each dollar is being matched, my friends!",0
"Follow us at @CCFJacksonville for updates on the @WOKVNews Care-A-Thon today! Listen in for interviews with Jaguars, families and more! 😁",0
I'm defending the land I have left. Click https://t.co/3vXqNbqJqr to do the same. https://t.co/Im5HpQWABQ,0
"The first paper @jesskah02 and I accepted as part of our special issue on intergroup conflict @ELSFinance is now online! Check it out at https://t.co/y0earQdPwa and kudos Sam Whitt, @rkwrice and @vera_mironov!",0
"#EconTwitter Job candidates: I already see some postings trickling in on @JOE_listings (and I'm always looking to procrastinate) so send me your papers for comment! My specialties are beh/exp and eship/innovation but I'll read anything! Dms open, ✉️ djlee@udel.edu",0
"#EconTwitter I'm working with bizreg data and there's a noticeable spike in Indiana in 2015, anyone have a sense as to what's going on? @JorgeGuzmanCBS? https://t.co/q01tmw9PLg",0
"Glad today is over and the weeekend
is almost here.",0
Beer and the ufc are good,0
Guys literally confuse the SHIT out of me,0
spent my entire lunch break defending trans rights to my boss and other execs so if anyone needs me I will be looking for a new job,0
if anyone sees me listening to tavern music or sea shanties on Spotify no you didn't,0
thinking of getting a tattoo that says “enough” both affirming that I am enough while also suggesting I've had enough,0
my essay was so bad that my prof is giving me a fucking extension and i didn't even ask for it GOD,0
always gonna wonder if id dress masc if i was skinny o_o and if id be more open to telling people im nonbinary if i was skinny -_-,0
"idk. academic writing is exciting but what's the point if the only people reading your work are academics? same with literary journals, tbh",0
I'm thankful for nuggets but also my amazing friends &amp; fam ❤️❤️,0
"Before going to Lush: I'm just gonna buy 2 bath bombs nothing crazy 😇

Me walking out: *holding 4 bath bombs, 2 lip scrubs, 3 shower gels*",0
It's so cold that I tried to open my banana and it snapped it half,0
I forgot my keys omds I had to message my brother on roblox to open the door,0
someone on the street asked me for the time and I just straight up lied for no reason,0
the absolute shiver down my spine i get when i hear sweet caroline,0
"@Alex_Olney Thanks Alex, I'm happy with my results :)",0
@Naughty_Dog Remake them like Spyro and Crash and then release Jak 4!,0
@LittleBigPlanet Thanks for the update. No need to rush take your time :),0
thinking about getting a jibbit for my crocs that says swag,0
the waitress at waffle house handed the check to me instead of noah. 😌 #girlboss,0
"how am i doing? well if you must know, i'm watching all the vids of harry singing fine line at his vegas concert and crying bc i can't see him at american airlines.",0
"yaaaaay ordered my cap, gown, and hood ☺️🎓",0
"Some of my colleagues need to learn how to rest 😭😭 just got two emails saying “I'll make edits over the weekend” and “never mind, being admitted for my C section right now!”

GIRL GET OFF OUTLOOK 🥺",0
my boss sent me ice cream bc I got my wisdom teeth taken out 🥺,0
"I'm not sure what the guys in The Chainsmokers look like, but everyone in this Phoenix crowd looks like they're in The Chainsmokers.",0
Got to look into these gorgeous eyes while getting my tooth pulled http://t.co/w5hN4Mw,0
Only positive of sitting in traffic for over an hour is catching people picking their noses in the cars next to you. Current count: 4,0
i miss tsukasa.,0
i miss classes being online 😵‍💫,0
I do not understand deku's fa jin quirk,0
Not me rewatching He's All That just to cringe the whole time until that mf pulls up on a horse!!!!!,0
He's All That literally made me cry I'm not kidding I feel so dumb!!!!!!!!,0
I hate the mall every girl here is talking about shopping for the “dress code”. I feel 👩🏼‍🦳👩🏼‍🦳👩🏼‍🦳,0
Even if you're fully vaccinated the CDC recommends still being nice to me. I am fragile,0
Just remembered IHOB was a thing. Don't text.,0
"[at Burger King]

French proletariat: we'll have the king

Burger: :)

King: :(",0
Many people have said “I'll always be here for you”. Only a few have actually meant it &amp; I thank God for those people   every day.,0
Don't expect others to help you if you don't want to help yourself 🗣,0
"Forgive them for you, not for them",0
The sign of spinelessness: complaining to someone having a call on a bus as they're getting off. Was the person on the phone a woman alone? Of course she was. Was the person complaining an older man? Of course he was. Did I yell at him? Of course I did. Speak out for justice. ✊,0
An uppity receptionist just told me an initial assessment to have someone simply look at my teeth the exact same way my dentist did for free will cost £165. I might have laughed at them down the phone.,0
Just walked past a girl wearing a yellow t-shirt that says 'Danny DeVito' on it. Now I can't think of anything else.,0
Feel like every senior is just ready to move on to bigger and better things,0
Seriously thank God tomorrow's friday #needabreak,0
Looking for prom dresses makes me excited for prom😊,0
talking about the capitol all day like i'm in the hunger games or something,0
The amount of times I had to present my intern badge to Capitol Police officers who saw me every day for months and these people are just breaking in like it's nothing smh,0
Morning workout routine: bench pressing my weighted blanket,0
"Why do I always say yes to events where it's just going to be me + D, no Josh to help chase my wild child toddler around the cookout with me 🙂",0
Oh hey guys I got the job I start Wednesday 😇,0
Today was a good day 😌 I am happy,0
"Bruh how do people manage dozens of healthy, fun and equitable friendships over a long period of time? I can hardly handle like 3 😖",0
@samdylanfinch Feelings of shame or being out of place linked with both undiagnosed ADHD and being in the closet/facing homophobia.,0
I heard somebody unironically say Daddy God in a prayer today and akslfljsd why are Christians so cringey sometimes 😭,0
The phrase “the white people of black people” was coined to explain cishet black men's privilege over other identities within the black community. Not to just throw around when y'all are annoyed/hateful 🙄,0
So do men really not understand the expenses of raising a child or is it willful ignorance to vilify the women in their lives? Or some kind of terrible combo?,0
I'm starting to think “plus size” for hollywood/the fashion industry just means above a C cup bra-wise with an hourglass figure 🙁,0
@UKIP How many of these foreign criminals are Russian backers and funders of @UKIP #voteleave and the @Conservatives ?,0
@johnredwood Nurse! John's been sniffing ivermectin again.,0
"Christopher Biggins, a Poundland Mrs Twanky, is sharing his expert knowledge on the EU and Brexit. Can't wait for his take on the Middle East's geopolitical situation. https://t.co/FzxTWRWjz7",0
"Just watched Homewrecker @grimmfest Halloween event, loved it! 🎃 #homewreckermovie #grimmfest",0
@joinerslive desperately searching through emails for our #lebrock tickets for Saturday - if we can't find the email can it be resent? Or do you still have the name list on the door?,0
@HamleysOfficial what time do you close today at your Regent Street store? Thank you,0
Ok its my birthday I need chinese food,0
my eye doctor is so cute and charming ok,0
my contact just ripped in my eye ok,0
Just booked my theory test.... Hahaha finally,0
Las Iguanas 👌😍🍷🍴,0
IBIZA HAS JUST BEEN BOOKED AGAIN wohooooooooo 🎉👏🎉👏,0
help why do i keep having nightmares about being amish,0
why is getting an eye exam so HUMILIATING,0
getting a bidet was the best decision of my adult life,0
"@roopabanerjee I had the same problem, but as others have said use the left/right arrows on your remote, not the &gt;&gt; key, then it jumps 10 seconds at a time or longer if you press and hold.",0
@OfficialOMD @Tim_Burgess Thanks so much for doing this for us Andy,0
"@CBoyForeman @RaleighBikes_UK @MadnessNews I had an orange one! Around the same time as you as well, great memories.",0
WTF!!! #billcosby conviction was just overturned by the Pennsylvania Supreme Court!!!! #wtf #WHY #me2 @BillCosby,0
Both of these jeans are size 10. the ones in front are @CalvinKlein  and the ones in the back are a less expensive brand. You see the issue here right?? #FatShaming #clothessizing #DoBetter #jeans #disappointed https://t.co/NWm4rZlOYg,0
Happy 45th birthday Chester Bennington! We wish we could have celebrated today with you.  You will always be in our hearts. #linkinparkforlife  #ChesterBennington #HappyBirthday #LinkinPark #SuicidePrevention #wewillalwaysloveyou,0
It's only now that I'm seriously trying to save that I'm regretting treating myself to something new almost every week last year for just surviving my first few terms of teaching 💸💸💸,0
Holby City had me gripped! Best. Episode. Ever.,0
The problem with buying Christmas presents is that I want to keep so many of them 😍🎁🎄🎅🏼,0
"Fascinating article about the Vatican's finances in these challenging days #catholic #finance #catholicism

https://t.co/Nw5X5tGpcv",0
The @Pontifex talks benefits of universal basic income #COVID19  #coronavirus #catholic #EasterSunday https://t.co/2e2BCmroVk,0
"Bill and Melinda Gates foundation announces #billions to fund fight against #Corona 
🙏🏻 it comes ASAP https://t.co/VXdAVfOSnp",0
when a girl says she isn't a girls girl 🚩🚩,0
Bernie Sanders is the greatest president America will never have.,0
it's amazing how toxic people are always blaming others but fail to realize that they are the common denominator in all problems 🚮,0
"Who wants a cute customised animal cushion this month to put a little sparkle back in your days. 

Here is 10% off, just because life's a bit crap at the moment, so im sending you some love xxxxx https://t.co/ENGvzpBLyt",0
"Excited to share the latest addition to my #etsy shop: Stuffed lion - lion cushion - Stuffed animals, baby toys lion, plush lion, lion pillow, kids toys lion, baby nursery lion, baby gift https://t.co/Dz1w7AsXpN #birthday #beige #bedroom #cotton #polyester #yes #throwp https://t.co/T6ucScqEWv",0
"Who likes cats?? These handmade cushions are perfect for a little gift. All one of a kind and handmade by me in the York! 

https://t.co/WWiGmAE7VU 

#cats #birthday #catpillow #decorativepillow #catcushion #petpillow #throwpillow #kittypillow #catlovergift #homemade https://t.co/SACNODCW5t",0
i know i didn't just read a 40 page sex scene. my god,0
"""calm down, I've only had it a couple weeks"" 🤨😒",0
omg my ankle popped for the first time since i fell. it's a miracle 😩,0
I reckon zoella will get engaged in New York this year,0
because my neighbours are just so unbelievably loud as of recent I'm whacking out my speaker and blasting Harry Styles. modern problems require modern solutions,0
I wonder how much wine I've drank over the past year,0
any of my oomfies wanna write my user on their thighs,0
does anyone else hate hearing their own voice I sound so aids,0
idk why but my norms wr skyrockets when I solo q,0
Looking at my bank account wondering where all my money went...then realize I paid my credit card bill twice this month within 3 days of each other #ultimatemombrain #alsoimapoorteacher,0
"Finally got new contacts which means I finally plucked my eyebrows for the first time since Laila was born (or, lets be honest, well before she was born).",0
"I got an invitation to my ten year high school reunion today...just, no.",0
"@kazzacoey @UKLabour The old phrase that says, if you are in the middle of the road you will be run over. Starmer is stuck like a record that is stuck in the same groove and nobody wants to hear that. Also where are the policies?",0
"@celtjules66 I think Johnson likes this extreme form of social control. It is surely  time to revolt against this madness. The vulnerable and over 60s have mostly all been double vaccinated &amp; for the over 50s it is imminent. Depression kills as well, further restrictions make it more likely.",0
"@Jennyfurfuls Garlic has antiseptic qualities. However, a famous French dish that requires 40 cloves and wine with slow cooked chicken maybe a step too far.",0
"Yes, I am taking royalties for the phrase “Thiccle Mistress, which I definitely just made up - thanks for asking",0
"If you invite me to something with a Google Calendar invite, know that I will always join via the Google Meet link. Don't try to add other links in notes; learn how to use the software and then holla at me",0
"How this isn't just Cowboy Bark listed 100000 times, I'll never know. Nevertheless, an A+++ thread https://t.co/QvMsYi124b",0
"Sometimes I lay in bed and think of all the ppl on tik tok who shaved their heads to go viral and didn't and now are just bald, no clout. Wish I knew who they were so I could throw em a like 😢",0
When it's September 1st and you're excited cause you realize Halloween is next month #enthusiast 👻🎃,0
The motto of 2021 is: “stop defending shitty men” this is not up for debate,0
"If I was a wealthy Boomer and I saw a bunch of angry Millennials coming for my money, I'd be nervous. We already killed Applebee's, we will kill again #EatTheRich",0
"When I finally die, just please don't let it end with one of those shitty pop covers that Disney plays over the credits",0
I know I'm really settling into my 30s when I take a drug test and all they find in my system is antacid,0
i want :( a corn dog :(( so bad wtf :(((,0
"facebook is so ridiculously broken. absolute garbage platform, -2/10.",0
feeling v grateful!!!!,0
my mom says i need to interact w actual ppl and not just folks online :((( i have no friends irl,0
being a head nodder in zoom university is a curse,0
oh my god i have the Hawai'i twitter baddie in my class this semester i will try not to fangirl!!,0
"""@elliekonsker: if u wear heels to school i have a few questions: 1. why"" ask some of the salcc girls",0
“@elliekonsker: I just practiced taking the lake test in my pool #iswareimnotobsessedwithcamp”,0
“@elliekonsker: Physically and mentally stressed”,0
I'm gonna say it: Joanne beat the fuck out of Michael's Halloween online store.,0
"The nice thing about being back in school is the sense of stability, the bad part is that it's being stable in misery.",0
"I'm normally trashed when I make my friends deadly drinks, seeing the effects while sober I do not know why they continue to have me make them drinks.",0
"Philosophers idolize Socrates. Some see themselves as emulating him, defending unpopular positions against mobs and the powerful. But often they're just lazy contrarians who refuse to do their homework.",0
Does anyone have a PDF of excerpts from ch. 2 of Mill's On Liberty? I want to assign a chunk of the argument for free expression without asking my students to read the whole chapter.,0
"My department is hiring in metaphysics and epistemology (broadly construed). 2-2 teaching load with TA support (2-1 for the first 2 years), MA program, in a city of 260k people with several locations of just about every fast food restaurant. Not bad! https://t.co/bCd3pNEMCa",0
Has anyone written about the complexity of sick leave for the service/retail industry and how impossible it is not to screw over the other workers with it? does that make sense? I need an academic article on this with better words,0
"What's the German word for when you start a podcast when it's already 2 years old, but now you've caught up to present-day and you have to wait every week for a new episode instead of blitzing through 3 months' worth of content in one day ?",0
"My Life Changed When I Finally Bought a Kitchen Table: and other essays about living alone

Chapter 1: Pants?",0
hissy fit clothing I am obsessed with everything you do,0
officially tapping out of the single market of the EU and I don't think Taylor is releasing anything tonight :/,0
just realised the first time I will listen to Red (taylor's version) will be on the way to printworks so I will literally be crying in the club,0
grimes was the vibe for this evening,0
"i am afraid that, despite all of your words and actions, you actually just hate me",0
"sorry for crying about paddington, i really didn't mean to",0
"I feel like most teens/women are not told that hormonal contraceptives increase their risk for cancer before going on birth control, and that's messed up",0
I just got my first spam call about my vehicle's extended warranty!!! I'm living in a meme,0
Does anyone else sit in their car for at least ten minutes to mentally prepare to enter the grocery store?,0
Got my lowball business class upgrade bid accepted for my train from DC to NYC this morning and ended up without anyone sitting next to me for the whole trip. A positive sign for the weekend.,0
"Walking around running errands after work giving a knowing nod to every other millennial woman who is also wearing biker shorts, a loose T-shirt, a baseball cap, a belt bag, and AirPods",0
I feel like I have Twitter friends with opinions on this - what are the must do/eat/see/drink spots in Des Moines? Please share.,0
"Sixteen days, three countries, seven cities, and it's finally time to come home. You've been great, Asia, but I'm ready for some deep dish pizza.",0
#reputation is everything I needed before this 13.5 hour flight.,0
FCAS ✔️,0
could have gone to bed early but instead have been messing around on a random color palette generator for an hour,0
not enough essays about hozier saying “i slithered here from eden just to sit outside your door” and all of the implications that go along w it,0
i like starting conversations with “also” even though there was no proceeding sentence,0
Newfound desire to study so I can walk home when it is still SNOWING,0
Feeling the love with 4 different people wishing me good luck on my exam today #didicomplainaboutitthatmuch,0
"They had 5 turnovers and we needed to capitalize on them, this whole season we said we needed touchdowns instead of field goals",0
🤙🏼 https://t.co/bbhd4Bwonn,0
"Back from Nashville... I missed this little girl, even though she… https://t.co/eN8q2YEyua",0
This is my buddy @TyRiddell. He is a deep thinker. #Nashville #BaileysfantasycampTN @zulu717 @Zach_Carl https://t.co/CkPG86tF7a,0
@coffeedreamer1 @kingssnacks Omg me too I have a wheat allergy and I'm suffering but can't stop eating it - absolutely delicious!,0
@MartinSLewis @GMB We share a birthday Martin!Happy birthday fellow Taurean - hope your day has been good so far 😊,0
@NTCastleWard @PeteSnodden Can't wait!,0
besties i may have flooded my bathroom with an inch of water,0
dev patel is so hot girl i was having a crisis watching the green night,0
trying to pavlov dog my way out of chronic dehydration :/ every 8oz I get a little treat,0
my grandpa has covid so i made a lil care package with his fave snacks and a big blanket. he's vaccinated and it's still hitting him hard. i'm really sick and tired of the my body my choice mentality behind anti vaxxers bc it's not just your body you're making a choice for. god.,0
no more disney stores in georgia im so sad right now the one in alpharetta was my favorite,0
i forgot i have tickets to the disney princess broadway celebration in november um i hope that they replace laura with christy altomare,0
Nothing but respect to the people in my neighborhood who are already putting out their Halloween 🎃 decorations,0
"I think the corn should be part of the game, let the players chase balls into the corn field! #FieldOfDreamsGame 🌽🌽🌽",0
"lmfao, I just looked out of curiosity, and I have over 3000 emails saved from the 2 years I was on the NPC, guess I could really write that book I've joked about

(also, if you are new to the NPC, my biggest piece of advice is have a good system for keeping up with your emails)",0
I do like Ssn' s policy of showing the midweek goals as they happen.  Superb Ben Brereton header get in! #NFFC,0
Get in Notts. Awesome #Notts @TrentBridge,0
Best performance in a while. Absolute cracker today. Think @benbreo deserved mom #NFFC,0
Love that The Paris Hilton doc opens w a Jesus and Mary Chain song,0
I need Trisha as a guest on red scare,0
How do I stop thinking literally everything is corny ??,0
@jbrylinsabres15 @JoeCaramagna @FriedgeHNIC @NWHL @EASPORTSNHL variety is good. If I can be a 15 year old Canadian farmer who happened to make the WHL why can't I be a top level women's player,0
"@Davret1 @RepCori @sam_a_bell that's how things like this get so bad. if everyone says it's not their problem and nobody actually does anything about it, nothing does happen. the us government can use the fed to take action, and it should— even if it's not their “job” officially",0
@ky3onidas__ @OMLLJC they probably filled in the ground with something too dense for the roots to get into. clay or something like that,0
"I've spent a thousand dollars in four days and the vet has given me an estimate that it will be an additional thousand over the next couple months for treatment 

Your generosity has been so helpful, I appreciate everyone who's helped however they can!",0
new EP out in 15 minutes 😯,0
NEW MUSIC TOMORROW !!,0
Is only 12 hours away from my first #raceforlife in memory of my grandma - Margaret Jackson who sadly passed away from cancer,0
Please please please show your support for my dad and his charity event. 7 sprint triathlons in 7 days - http://t.co/SxC8AhB8nA,0
Help raise £2000 to help provide food and essentials to disadvantaged child.. Please #donate on @justgiving and RT https://t.co/q7hZ4jWmLl,0
"Well that's the last time I swear at the pizza man down the phone. 🍕 

He wins. https://t.co/2WjnqL5ZDR",0
"I remember when I was a kid how I used to troll my dad. 
I'd be watching a film on sky movies and then when I knew he was in the other room I would say out loud ‘wow look at the tits on her' 
He would come back in the room and nothing was there but he'd ask questions like…",0
"Knocked on a door to deliver a parcel, waited 30secs then I see the parcel had a safeplace so went to the neighbour. Then this moody 20yr old answered the door in a Spurs shirt talking shit, so I laugh and say was u crying about Harry Kane, is that why u took so long to answer 🤣",0
I just want things to go back to the way they were @ diapers pacifiers and sippy cups,0
How is my highest grade in A&amp;P,0
wow these kids are into musically.lly whatever and jacob sagittarius and I officially feel out of the loop. is this what growing up feels like,0
Keeping my fingers crossed @stcware continuing supporting the Wii U post-Nero. If Nero is half as good as it looks we sorely need these guys,0
"Nero for Wii U - Should we be thinking Journey with jellyfish? Take a look at the fantastic trailer, courtesy of @stcware ! Truly stunning.",0
#Snowden Sad to see intelligent Americans fall victim to the US propaganda machine in this case. So many lies set up to discredit by the US.,0
@Joelxclusive Have seen better acting on Casualty 🙈,0
When you let a 3 year old have your phone for an hour and your YouTube recommendations are now all Frozen and Lion Guard videos.,0
I stole a book in Skyrim and somebody sent hired thugs after me,0
"@alex_jantz As a self-appointed rep of Baylor, we would welcome you back anytime",0
@kristenritch YES I love sandwich and enneagram,0
@kristenritch Sorry I was so pessimistic 😔,0
"to be completely honest, my ego is MASSIVE and i'm not even sorry abt it :))",0
"hot take: the worse taylor swift song is false god
don't kill me pls it just sounds messy",0
"hey brands nobody gives two shits that ur logos are rainbow now, grow a pear and actually do something for our community :)",0
Less than 5 minutes after getting my phone back after staff training week at camp I ran my face into a tree branch whilst texting,0
brb just spent 10 minutes looking frantically for my phone with the help from the flashlight...from my phone,0
I cannot put into words how incredible of a novel A Thousand Splendid Suns is wowowow thank you @khaledhosseini,0
20 just feels like 19 with less excuses,0
if u think about it texting is the voicemail of texting,0
whenever i see someone put in a bath bomb on their story i just think of that scene from the goblet of fire,0
"“Americans weren't meant to be quarantined! Open up the states! Let us free!”
This. This is what brings into perspective the fact that 10,000 years of civilization is a fraction of a blink in evolutionary time. Ignorance is as tenacious as wisdom teeth.",0
"So we're three (3) days into the new year and: Steve Irwin's homeland is burning, Carl Sagan's wisdom is being completely ignored, and no one is loving their neighbor like Mr. Rogers and that Jesus guy advised... #worldwar3 #AustraliaFires",0
Started with the sweating now we here ❄️⛄️❄️ (aka &lt; 70°F) #JustFloridaThings,0
being sick w a nose piercing is rly annoying,0
the way i see red when i'm stressed out is absolutely draining,0
i've come to the conclusion i don't rly like strawberries &amp; i think they're overrated,0
Original pandemic baby bc I got swine flu xx,0
Words cannot express how much I HATE glitter,0
Just wanna exaggerate that I would die for David Attenborough,0
"Just witnessed [in person] a beautiful murmuration. Stunning.

❤",0
"Casually looking at the 06Z forecast it seems that the 'previous UKMO forecast interpolated ahead (6hr)' and the 'U.S. Navy COAMPS-TC model forecast interpolated ahead (6hr)' models have been smoking something. 🤔

#Hurricane #Larry #WXGeek #WXTwitter",0
"Think I might get a knock on the door from Environmental Health after that poo.

Jeez, it's taking layers off my eye balls.

*opens all windows wide*",0
I just want @jvn to tell me his vision for me.,0
Also I can't wait to see how many white Boomers are going to be pissed off about the artists singing in Spanish. #SuperBowl #SuperBowlHalftimeShow,0
"Today I learned what ""ghost nipples"" are.",0
people who hate the snow give off the same energy as people who hate cats,0
i'm gonna be real i voted weeks ago and i'm lowkey sad i don't get a sticker😞,0
Sitting in a waiting room listening to two middle age women talk about how 50 shades changed their life,0
"We have changed our name on here to keep family from finding us, we are still didivination just look different.",0
The littles and I had a fun day today 💞 https://t.co/QSF7p2Qqya,0
I'm gonna have a breakdown.,0
"Handwashing tip: sing ""Happy Birthday, Mr. President"" because it's longer and sexier than the original",0
"New year, new me, noodles",0
"At least once a day someone around me sits down at their desk and quietly sighs ""okay"" at their computer",0
When is someone going to train a little baby pig to walk on a circus ball 🤬,0
Mnet girls planet 999 top 9 choices literally all horrific forgettable girls not charming or enjoyable to watch clearly biased to k group I'm literally going to take action,0
Tal and I are at this crazy expensive Japanese Peruvian restaurant. The ambience is insane. Live dj. We ordered a 9 course meal. Goodbye money,0
i was so bored today that i let my computer restart to install updates 🥴,0
when someone's phone goes off in a quiet room an angel gets its wings,0
2021 will u think about me ?,0
I do embroidery on tote bags and jumpers over on my depop for cheap prices please go check it out would mean the world to me! 🧡#depop #embroidery #totebags @depop @bethanyj_ on depop 🦋 https://t.co/vmxbMXQs4a,0
Thankyou subway! @SubwayUK #TunaForTuna 🧡 https://t.co/ilyOiXHJIs,0
@isawitfirst With some pastel green flare leggings a Chucky white boot and a hot pink shoulder bag 🧡,0
"I feel like influencers encouraging their fans, many of whom don't have much money, to buy coins in something the influencer is heavily invested in is super immoral",0
"I don't understand how @CorinnaKopf's opinion on std testing is so educated, forward-thinking, and science-positive and then her covid vaccine opinion is completely the opposite",0
"what if the next iteration of onlyfans was run by women?

ceo: @natalinanoel
investors: @BLACCHYNA @iamcardib @miakhalifa @PrincessPiaMia @CorinnaKopf @tanamongeau @HelloImLana
software engineers (sry if incorrect terminology): @codergirl__  @sashacodes
marketing: @ModGirlMktg https://t.co/7lEBt3KNF5",0
It's sad.. guys make me want to stay single more and more everyday. Guys Respect your ladies please. Stay out of my dms especially if your married or just had a kid 🤯,0
Just forced myself to go to class and spilt hot coffee in my lap while driving. How's your day going? 😅,0
When your walking and eating hot Cheetos at the same time and you get your move goal on your watch. That's the definition of balance,0
IMAGINE the outcry if SNP voters went and celebrated this win that actually means something in the same way that Rangers fans ‘celebrated' a few weeks ago over football game.,0
I need the weekends to stop being like 20 minutes long.,0
"The rate at which I go between thinking: ‘it's fine, I've still got 3 weeks to write my dissertation' and ‘shit I've only got three weeks to write my dissertation' is causing some serious procrastination whiplash.",0
Our kids/grandkids will have to remember today's date for a US history test 😅,0
I'm at a weird point in my life where I'm on etsy looking for cute reusable tote bags,0
recently started highlighting,0
OH MY GOD I AM IN LOVE WITH MY FIANCÉ. https://t.co/LRukiQpXve,0
So happy to be alive today.,0
Can you guys stop making Palestinian liberation into an excuse to be antisemitic.,0
Who's bored at home?,0
Passed my theory,0
Can't wait to get a kebab,0
Why are tanning beds legal?,0
"Those “nutrition” places yall frequent are thinly veiled Herbalife stores. Also, they are not healthy...",0
I don't want to see makeup reviews of a brand new mascara. Show me the 20th time you've worn it. Even the worst mascara looks good when it's fresh.,0
"Here's the situation, DO WHATEVER MAKES YOUR HEART HAPPY!!! 

You're going to die one day dang it. 

At least do all the things you wanted to before you leave!!",0
"Life is so beautiful when you stop taking it so seriously. 

Like chill dude. You're doing just fine.",0
"I painted my first business sign &amp; got two more business signs to do. Omg. 

THANK YOU GOD 🙏",0
I've honestly been dreading the return to school (no matter what form it takes) for the first time in my career. Hearing @MisterMinor speak tonight with @pgorski changed that. I feel fired up! Thank you both!,0
So so thankful for the truth and leadership @jmckeever is dropping tonight,0
"When parents ask about your mental health during parent-teacher conferences 🥰 (and you don't tell the truth because, like, gestures broadly. But still!)",0
Congratulations to Qpfc Champions of League2 #whowantsasuperleague,0
Perfect afternoon chilling https://t.co/zQxELWrbop,0
Why did my wife decide we needed a new kitchen !2Days to strip the tiles and plywood off ! https://t.co/Z2Jy5JsgDK,0
"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test.",0
The Suicide Squad felt like a remake of the Watchmen movie where they actually kept the giant squid.,0
"After my Holland &amp; Barrett parcel was damaged on its way to me, I had to send probably the most middle class e-mail of my life, asking them to please resend the order ASAP as I was running out of kombucha.",0
@PetsatHome racial stereotyping is the problem. Please listen and retrain your staff. https://t.co/UvLkji9s5H,0
Loving the fresh trim @moneyboxteam. Looking fresh! My projections look even better now! https://t.co/4f2o2wrLYZ,0
@TalkTalk how can you allow someone to be without internet for three days in 2019? Told I have to wait 72 hours so managers can check if other customers are effected before resolving the issue @guardianmoney,0
Great opportunity for a position at ZSL #sciencejobs #researchjobs #postdocjobs #graduatejobs #animalbehaviour https://t.co/hVud29qSh4,0
Learn about what we do in the Brain and Behaviour Lab at the #UniversityofPortsmouth #zebrafish https://t.co/A7aazJYwoq,0
@_Priya_R @ZebrafishRock Have you tried Steve Wilson at UCL?,0
This second jab has made me feel off the box this entire day 🤮,0
"Idk but pick 1 - Fireworks being lit inside school, some guy fingered his girl in the common room, guy threw a chair at the headteacher, another guy flung a laptop outside a window from the top floor, teacher touched up a student, my boy stabbed another guy with crafting knife 😭 https://t.co/MVhegFOxW8",0
it's crazy how many of your goals you can actually accomplish when you just don't broadcast everything you're doing,0
So now that thats over how's your day going guys?,0
Entered a scramble yesterday at the orchards and won double the money I paid.. Free cash.,0
Best bullpen in baseball selling rn to Stanton and Judge. Not a place you want to do it.,0
me with an 8am chem lab on friday😭😭 https://t.co/lBF3pfsqJ2,0
@vincent72309193 @Brechannell @misseverywhereg @africanglo i grew up in texas and everyone who paid attention at any time from 1st grade-10th grade knew africa was a continent. we were also tested on all the continents multiple times in elementary.,0
shut the hell up https://t.co/QeOnvsraNM,0
I can't count the amount of times over the years I've just forgotten I have my nose pierced and I've just been reminded again by a tiktok,0
